Age,Gender,Marital Status,Occupation,Monthly Income,Educational Qualifications,Family size,Location,Medium,Oatmeal-1kg,Oatmeal-2kg,Oatmeal-5kg,Fonio-1kg,Garri-1kg,Plantain_Chips -1kg,Buying_Convenience,Easy Payment option,Discount_Opinons,Product_Quality,Health Concern,Prompt_Delivery,Delivery_Experince,Affordability,Accessibility,Time_Importance,Order Time,Google Maps Accuracy,Influence of rating,Packaging_Quality,Politeness,Freshness,Good Taste ,Good Quantity,Output,Reviews
21,Male,Single,Student,<50000,Graduate,5,Portharcourt,Supermarkets,Yes,Yes,Yes,No,Yes,Yes,Agree,Agree,Strongly agree,Agree,Neutral,Agree,Disagree,Disagree,Neutral,Yes,Weekend (Sat & Sun),Neutral,Yes,Important,Important,Slightly Important,Important,Important,Yes,I love ordering for my family from swiggy
24,Female,Single,Self Employeed,>100000,Post Graduate,3,Portharcourt,Supermarkets,Yes,Yes,Yes,No,Yes,Yes,Disagree,Neutral,Agree,Agree,Disagree,Disagree,Disagree,Agree,Neutral,Yes,Anytime (Mon-Sun),Neutral,Maybe,Important,Moderately Important,Moderately Important,Important,Important,No,I need faster delivery.
26,Male,Prefer not to say,Self Employeed,>200000,Post Graduate,2,Portharcourt,Supermarkets,Yes,Yes,Yes,No,Yes,Yes,Agree,Neutral,Strongly agree,Agree,Disagree,Disagree,Disagree,Disagree,Agree,Yes,Anytime (Mon-Sun),Agree,No,Moderately Important,Slightly Important,Slightly Important,Moderately Important,Moderately Important,Yes,Crazily fast delivery people besides having high traffic
21,Male,Married,Employee,>200000,Ph.D,3,Portharcourt,Supermarkets,Yes,Yes,Yes,No,Yes,Yes,Agree,Agree,Neutral,Agree,Disagree,Disagree,Neutral,Disagree,Disagree,No,Anytime (Mon-Sun),Neutral,Yes,Important,Important,Moderately Important,Important,Moderately Important,Yes,BEST BEST BEST !! WONDERFUL WONDERFUL !! FAST FAST FAST !!
29,Male,Single,Employee,>100000,Graduate,3,Portharcourt,Supermarkets,Yes,Yes,Yes,No,Yes,Yes,Disagree,Strongly disagree,Disagree,Disagree,Neutral,Agree,Agree,Agree,Agree,Yes,Anytime (Mon-Sun),Agree,Yes,Very Important,Very Important,Moderately Important,Important,Very Important,No,Need quality food delivery. had worst experience of spilled food
22,Male,Single,Student,<50000,Graduate,3,Portharcourt,Supermarkets,Yes,Yes,Yes,No,Yes,Yes,Agree,Neutral,Neutral,Agree,Strongly agree,Agree,Strongly agree,Strongly agree,Disagree,Yes,Anytime (Mon-Sun),Strongly Agree,Yes,Very Important,Very Important,Important,Very Important,Important,Yes,NIL
24,Male,Single,Student,<50000,Graduate,2,Portharcourt,Supermarkets,Yes,Yes,Yes,No,Yes,Yes,Strongly agree,Neutral,Neutral,Neutral,Disagree,Neutral,Disagree,Disagree,Agree,Yes,Weekend (Sat & Sun),Agree,Yes,Important,Important,Very Important,Very Important,Very Important,Yes,NIL
27,Male,Married,Employee,>100000,Graduate,2,Portharcourt,Supermarkets,Yes,Yes,Yes,No,Yes,Yes,Agree,Neutral,Strongly agree,Neutral,Disagree,Agree,Disagree,Neutral,Neutral,No,Anytime (Mon-Sun),Strongly Agree,Yes,Moderately Important,Moderately Important,Moderately Important,Moderately Important,Moderately Important,Yes,I would avoid restaurants which has less rating 
23,Female,Single,Student,<50000,Post Graduate,3,Portharcourt,Supermarkets,Yes,Yes,Yes,No,Yes,Yes,Disagree,Disagree,Disagree,Neutral,Agree,Agree,Neutral,Disagree,Neutral,Yes,Anytime (Mon-Sun),Agree,Maybe,Important,Important,Moderately Important,Important,Important,No,Faster delivery is needed !!
32,Male,Married,Employee,>200000,Post Graduate,6,Portharcourt,Supermarkets,Yes,Yes,Yes,No,Yes,Yes,Agree,Neutral,Neutral,Agree,Agree,Disagree,Disagree,Disagree,Neutral,Yes,Weekend (Sat & Sun),Neutral,Yes,Important,Very Important,Very Important,Very Important,Very Important,Yes,My entire family loves swiggy
22,Female,Single,Student,<50000,Graduate,2,Portharcourt,Supermarkets,Yes,Yes,Yes,No,Yes,Yes,Agree,Strongly agree,Strongly agree,Strongly agree,Disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,No,Anytime (Mon-Sun),Agree,Maybe,Important,Very Important,Very Important,Very Important,Very Important,Yes,Delivery people are working hard. Can't complain
22,Female,Single,Employee,>100000,Graduate,4,Portharcourt,Supermarkets,Yes,Yes,Yes,No,Yes,Yes,Strongly agree,Neutral,Agree,Neutral,Strongly agree,Neutral,Agree,Disagree,Disagree,Yes,Anytime (Mon-Sun),Strongly Agree,Yes,Very Important,Very Important,Very Important,Very Important,Important,Yes,NIL
26,Male,Married,Employee,>200000,Graduate,4,Owerri,Supermarkets,Yes,Yes,Yes,No,Yes,Yes,Agree,Agree,Strongly agree,Agree,Disagree,Strongly disagree,Disagree,Disagree,Disagree,No,Anytime (Mon-Sun),Strongly Agree,Yes,Important,Important,Slightly Important,Important,Important,Yes,"My home is near Phoenix marketcity, so time taken for delivery is less"
25,Female,Single,Student,<50000,Ph.D,3,Owerri,Supermarkets,Yes,Yes,Yes,No,Yes,Yes,Agree,Agree,Strongly agree,Agree,Disagree,Strongly disagree,Strongly disagree,Strongly disagree,Disagree,Yes,Anytime (Mon-Sun),Strongly Agree,No,Moderately Important,Slightly Important,Important,Important,Important,Yes,I'm quite satisfied with the service
20,Male,Single,Student,<50000,Graduate,2,Owerri,Supermarkets,Yes,Yes,Yes,No,Yes,Yes,Agree,Agree,Strongly agree,Agree,Disagree,Agree,Disagree,Strongly disagree,Strongly agree,Yes,Weekend (Sat & Sun),Strongly Agree,Yes,Moderately Important,Important,Important,Very Important,Important,Yes,I had no issues as per my experience. But heard delivery people are sometimes rude
29,Male,Married,Employee,>100000,Graduate,4,Owerri,Supermarkets,Yes,Yes,Yes,No,Yes,Yes,Disagree,Disagree,Strongly disagree,Disagree,Strongly agree,Disagree,Agree,Strongly disagree,Agree,Yes,Anytime (Mon-Sun),Agree,Maybe,Moderately Important,Important,Very Important,Very Important,Very Important,No,I had few health issues after consuming delivered food. Restaurants need to improve their quality and delivery people should delivery it without tampering which might lead to contamination of food
23,Female,Single,Student,<50000,Graduate,1,Owerri,Supermarkets,Yes,No,No,No,Yes,Yes,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Yes,Anytime (Mon-Sun),Strongly disagree,No,Unimportant,Unimportant,Unimportant,Unimportant,Unimportant,Yes,NIL
25,Male,Single,Self Employeed,>200000,Graduate,2,Owerri,Supermarkets,Yes,Yes,Yes,No,Yes,Yes,Agree,Agree,Agree,Strongly agree,Agree,Neutral,Disagree,Disagree,Neutral,Yes,Anytime (Mon-Sun),Strongly Agree,Yes,Important,Very Important,Slightly Important,Important,Very Important,Yes,I order most of my meals on swiggy or zomato depending upon the offers
29,Female,Married,Employee,>200000,Graduate,4,Owerri,Supermarkets,Yes,Yes,Yes,No,Yes,Yes,Disagree,Neutral,Strongly disagree,Agree,Agree,Agree,Disagree,Disagree,Agree,Yes,Anytime (Mon-Sun),Agree,Yes,Moderately Important,Very Important,Slightly Important,Important,Important,No,I need the order to be delivered soon. It takes a lot of time 
27,Male,Married,Self Employeed,>100000,Graduate,6,Owerri,Supermarkets,Yes,Yes,Yes,No,Yes,Yes,Agree,Neutral,Agree,Agree,Agree,Agree,Agree,Agree,Agree,No,Anytime (Mon-Sun),Agree,Yes,Important,Very Important,Moderately Important,Important,Important,No,Food needs to have good quality. It leads me to give higher rating
25,Male,Single,Self Employeed,>100000,Graduate,3,Owerri,Supermarkets,Yes,Yes,Yes,No,Yes,Yes,Agree,Agree,Agree,Agree,Disagree,Strongly disagree,Disagree,Disagree,Neutral,No,Anytime (Mon-Sun),Strongly Agree,No,Moderately Important,Important,Slightly Important,Important,Important,Yes,I appreciate the efforts of hardworking delivery people
21,Male,Single,Student,<50000,Graduate,2,Owerri,Supermarkets,Yes,Yes,Yes,No,Yes,Yes,Disagree,Disagree,Neutral,Disagree,Agree,Agree,Agree,Agree,Neutral,Yes,Anytime (Mon-Sun),Strongly Agree,Yes,Important,Important,Important,Very Important,Very Important,No,Delivery is late. Need quick updates on location of order
23,Male,Single,Student,<50000,Graduate,3,Owerri,Supermarkets,Yes,Yes,Yes,No,Yes,Yes,Agree,Agree,Strongly agree,Agree,Disagree,Disagree,Agree,Disagree,Neutral,Yes,Anytime (Mon-Sun),Neutral,Yes,Important,Important,Slightly Important,Important,Very Important,Yes,I have no trouble with delivery
24,Female,Single,Employee,>100000,Post Graduate,4,Owerri,Supermarkets,Yes,Yes,Yes,No,Yes,Yes,Agree,Neutral,Disagree,Neutral,Agree,Neutral,Neutral,Neutral,Agree,Yes,Anytime (Mon-Sun),Neutral,Yes,Moderately Important,Important,Important,Important,Important,Yes,Nil
22,Male,Married,Self Employeed,>100000,School,3,Uyo,Wholesallers,Yes,Yes,Yes,No,Yes,Yes,Agree,Strongly agree,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Yes,Weekend (Sat & Sun),Neutral,No,Slightly Important,Unimportant,Very Important,Very Important,Very Important,Yes,Very few times I have  had bad experienced by aggregator or restaurant 
28,Male,Married,Employee,>100000,Post Graduate,5,Uyo,Supermarkets,Yes,Yes,Yes,No,Yes,Yes,Agree,Agree,Agree,Neutral,Disagree,Agree,Agree,Neutral,Agree,Yes,Anytime (Mon-Sun),Agree,No,Slightly Important,Important,Moderately Important,Important,Important,Yes,Best service comes with great offers and wonderful service
26,Male,Single,Employee,>100000,Graduate,2,Uyo,Supermarkets,Yes,Yes,Yes,No,Yes,Yes,Agree,Neutral,Neutral,Agree,Disagree,Neutral,Disagree,Agree,Neutral,Yes,Weekend (Sat & Sun),Agree,Yes,Very Important,Very Important,Very Important,Very Important,Very Important,No,Bad delivery system and less restaurant choices
22,Female,Single,Employee,>100000,Graduate,4,Uyo,Supermarkets,Yes,Yes,Yes,No,Yes,Yes,Strongly agree,Neutral,Agree,Neutral,Strongly agree,Neutral,Agree,Disagree,Disagree,Yes,Anytime (Mon-Sun),Strongly Agree,Yes,Very Important,Very Important,Very Important,Very Important,Important,Yes,NIL
26,Male,Married,Employee,>200000,Graduate,4,Uyo,Supermarkets,Yes,Yes,Yes,No,Yes,Yes,Agree,Agree,Strongly agree,Agree,Disagree,Strongly disagree,Disagree,Disagree,Disagree,No,Anytime (Mon-Sun),Strongly Agree,Yes,Important,Important,Slightly Important,Important,Important,Yes,"My home is near Phoenix marketcity, so time taken for delivery is less"
25,Female,Single,Student,<50000,Ph.D,3,Uyo,Supermarkets,Yes,Yes,Yes,No,Yes,Yes,Agree,Agree,Strongly agree,Agree,Disagree,Strongly disagree,Strongly disagree,Strongly disagree,Disagree,Yes,Anytime (Mon-Sun),Strongly Agree,No,Moderately Important,Slightly Important,Important,Important,Important,Yes,I'm quite satisfied with the service
20,Male,Single,Student,<50000,Graduate,2,Uyo,Supermarkets,Yes,Yes,Yes,No,Yes,Yes,Agree,Agree,Strongly agree,Agree,Disagree,Agree,Disagree,Strongly disagree,Strongly agree,Yes,Weekend (Sat & Sun),Strongly Agree,Yes,Moderately Important,Important,Important,Very Important,Important,Yes,I had no issues as per my experience. But heard delivery people are sometimes rude
29,Male,Married,Employee,>100000,Graduate,4,Uyo,Supermarkets,Yes,Yes,Yes,No,Yes,Yes,Disagree,Disagree,Strongly disagree,Disagree,Strongly agree,Disagree,Agree,Strongly disagree,Agree,Yes,Anytime (Mon-Sun),Agree,Maybe,Moderately Important,Important,Very Important,Very Important,Very Important,No,I had few health issues after consuming delivered food. Restaurants need to improve their quality and delivery people should delivery it without tampering which might lead to contamination of food
23,Female,Single,Student,<50000,Graduate,1,Uyo,Supermarkets,Yes,No,No,No,Yes,Yes,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Yes,Anytime (Mon-Sun),Strongly disagree,No,Unimportant,Unimportant,Unimportant,Unimportant,Unimportant,Yes,NIL
25,Male,Single,Self Employeed,>200000,Graduate,2,Uyo,Wholesallers,Yes,Yes,Yes,No,Yes,Yes,Agree,Agree,Agree,Strongly agree,Agree,Neutral,Disagree,Disagree,Neutral,Yes,Anytime (Mon-Sun),Strongly Agree,Yes,Important,Very Important,Slightly Important,Important,Very Important,Yes,I order most of my meals on swiggy or zomato depending upon the offers
29,Female,Married,Employee,>100000,Graduate,4,Uyo,Konga,Yes,Yes,Yes,No,Yes,Yes,Disagree,Neutral,Strongly disagree,Agree,Agree,Agree,Disagree,Disagree,Agree,Yes,Anytime (Mon-Sun),Agree,Yes,Moderately Important,Very Important,Slightly Important,Important,Important,No,I need the order to be delivered soon. It takes a lot of time 
27,Male,Married,Self Employeed,>100000,Graduate,6,Uyo,Konga,Yes,Yes,Yes,No,Yes,Yes,Agree,Neutral,Agree,Agree,Agree,Agree,Agree,Agree,Agree,No,Anytime (Mon-Sun),Agree,Yes,Important,Very Important,Moderately Important,Important,Important,No,Food needs to have good quality. It leads me to give higher rating
25,Male,Single,Self Employeed,>100000,Graduate,3,Asaba,Konga,Yes,Yes,Yes,No,Yes,Yes,Agree,Agree,Agree,Agree,Disagree,Strongly disagree,Disagree,Disagree,Neutral,No,Anytime (Mon-Sun),Strongly Agree,No,Moderately Important,Important,Slightly Important,Important,Important,Yes,I appreciate the efforts of hardworking delivery people
21,Male,Single,Student,<50000,Graduate,2,Asaba,Konga,Yes,Yes,Yes,No,Yes,Yes,Disagree,Disagree,Neutral,Disagree,Agree,Agree,Agree,Agree,Neutral,Yes,Anytime (Mon-Sun),Strongly Agree,Yes,Important,Important,Important,Very Important,Very Important,No,Delivery is late. Need quick updates on location of order
24,Male,Single,Student,<50000,Post Graduate,2,Asaba,Konga,Yes,Yes,Yes,No,Yes,Yes,Agree,Agree,Neutral,Agree,Disagree,Agree,Disagree,Disagree,Neutral,Yes,Anytime (Mon-Sun),Neutral,Yes,Slightly Important,Moderately Important,Moderately Important,Important,Very Important,Yes,NIL
26,Female,Married,Self Employeed,>100000,Graduate,5,Asaba,Konga,Yes,Yes,Yes,No,Yes,Yes,Disagree,Agree,Disagree,Neutral,Agree,Agree,Neutral,Agree,Neutral,Maybe,Anytime (Mon-Sun),Agree,Maybe,Important,Important,Important,Important,Important,No,I require the food to be undamaged. Mostly the food is tampered
32,Male,Married,Employee,>100000,Graduate,3,Asaba,Konga,Yes,Yes,Yes,No,Yes,Yes,Agree,Strongly agree,Agree,Neutral,Disagree,Neutral,Agree,Disagree,Disagree,Yes,Anytime (Mon-Sun),Neutral,Yes,Moderately Important,Moderately Important,Important,Important,Important,Yes,Best Best Best Best !!!!
29,Male,Single,Self Employeed,>200000,Graduate,6,Asaba,Konga,Yes,Yes,Yes,No,Yes,Yes,Agree,Disagree,Agree,Agree,Disagree,Disagree,Disagree,Strongly disagree,Neutral,Yes,Weekend (Sat & Sun),Neutral,No,Slightly Important,Slightly Important,Slightly Important,Moderately Important,Slightly Important,Yes,Love to order online 
21,Male,Single,Student,<50000,Graduate,5,Ibadan,Konga,Yes,Yes,Yes,No,Yes,Yes,Agree,Agree,Strongly agree,Agree,Neutral,Agree,Disagree,Disagree,Neutral,Yes,Weekend (Sat & Sun),Neutral,Yes,Important,Important,Slightly Important,Important,Important,Yes,I love ordering for my family from swiggy
24,Female,Single,Self Employeed,>100000,Post Graduate,3,Ibadan,Konga,Yes,Yes,Yes,No,Yes,Yes,Disagree,Neutral,Agree,Agree,Disagree,Disagree,Disagree,Agree,Neutral,Yes,Anytime (Mon-Sun),Neutral,Maybe,Important,Moderately Important,Moderately Important,Important,Important,No,I need faster delivery.
26,Male,Prefer not to say,Self Employeed,>200000,Post Graduate,2,Ibadan,Supermarkets,Yes,Yes,Yes,No,Yes,Yes,Agree,Neutral,Strongly agree,Agree,Disagree,Disagree,Disagree,Disagree,Agree,Yes,Anytime (Mon-Sun),Agree,No,Moderately Important,Slightly Important,Slightly Important,Moderately Important,Moderately Important,Yes,Crazily fast delivery people besides having high traffic
31,Male,Married,Employee,>200000,Ph.D,3,Ibadan,Supermarkets,Yes,Yes,Yes,No,Yes,Yes,Agree,Agree,Neutral,Agree,Disagree,Disagree,Neutral,Disagree,Disagree,No,Anytime (Mon-Sun),Neutral,Yes,Important,Important,Moderately Important,Important,Moderately Important,Yes,BEST BEST BEST !! WONDERFUL WONDERFUL !! FAST FAST FAST !!
29,Male,Single,Employee,>100000,Graduate,3,Ibadan,Supermarkets,Yes,Yes,Yes,No,Yes,Yes,Disagree,Strongly disagree,Disagree,Disagree,Neutral,Agree,Agree,Agree,Agree,Yes,Anytime (Mon-Sun),Agree,Yes,Very Important,Very Important,Moderately Important,Important,Very Important,No,Need quality food delivery. had worst experience of spilled food
22,Male,Single,Student,<50000,Graduate,3,Ibadan,Supermarkets,Yes,Yes,Yes,No,Yes,Yes,Agree,Neutral,Neutral,Agree,Strongly agree,Agree,Strongly agree,Strongly agree,Disagree,Yes,Anytime (Mon-Sun),Strongly Agree,Yes,Very Important,Very Important,Important,Very Important,Important,Yes,NIL
24,Male,Single,Student,<50000,Graduate,2,Ibadan,Supermarkets,Yes,Yes,Yes,No,Yes,Yes,Strongly agree,Neutral,Neutral,Neutral,Disagree,Neutral,Disagree,Disagree,Agree,Yes,Weekend (Sat & Sun),Agree,Yes,Important,Important,Very Important,Very Important,Very Important,Yes,NIL
27,Male,Married,Employee,>100000,Graduate,2,Ibadan,Supermarkets,Yes,Yes,Yes,No,Yes,Yes,Agree,Neutral,Strongly agree,Neutral,Disagree,Agree,Disagree,Neutral,Neutral,No,Anytime (Mon-Sun),Strongly Agree,Yes,Moderately Important,Moderately Important,Moderately Important,Moderately Important,Moderately Important,Yes,I would avoid restaurants which has less rating 
23,Female,Single,Student,<50000,Post Graduate,3,Ibadan,Supermarkets,Yes,Yes,Yes,No,Yes,Yes,Disagree,Disagree,Disagree,Neutral,Agree,Agree,Neutral,Disagree,Neutral,Yes,Anytime (Mon-Sun),Agree,Maybe,Important,Important,Moderately Important,Important,Important,No,Faster delivery is needed !!
30,Male,Married,Employee,>200000,Post Graduate,6,Ibadan,Supermarkets,Yes,Yes,Yes,No,Yes,Yes,Agree,Neutral,Neutral,Agree,Agree,Disagree,Disagree,Disagree,Neutral,Yes,Weekend (Sat & Sun),Neutral,Yes,Important,Very Important,Very Important,Very Important,Very Important,Yes,My entire family loves swiggy
22,Female,Single,Student,<50000,Graduate,2,Binin,Supermarkets,Yes,Yes,Yes,No,Yes,Yes,Agree,Strongly agree,Strongly agree,Strongly agree,Disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,No,Anytime (Mon-Sun),Agree,Maybe,Important,Very Important,Very Important,Very Important,Very Important,Yes,Delivery people are working hard. Can't complain
28,Male,Married,Employee,>100000,Graduate,3,Binin,Supermarkets,Yes,Yes,Yes,No,Yes,Yes,Agree,Agree,Agree,Agree,Disagree,Strongly disagree,Disagree,Strongly disagree,Agree,Maybe,Weekend (Sat & Sun),Strongly Agree,Yes,Very Important,Very Important,Important,Important,Very Important,Yes,I don't mind about late delivery when it comes from a top rated restaurant believing in its quality
23,Female,Single,Student,>100000,Post Graduate,2,Binin,Supermarkets,Yes,Yes,No,No,Yes,Yes,Agree,Strongly agree,Agree,Agree,Neutral,Neutral,Disagree,Disagree,Strongly disagree,Yes,Anytime (Mon-Sun),Agree,Yes,Important,Important,Moderately Important,Important,Important,Yes,I have no issues related to delivery and I prefer four plus rated restaurant
30,Male,Married,Self Employeed,>200000,Graduate,1,Binin,Supermarkets,Yes,Yes,No,No,Yes,Yes,Neutral,Disagree,Disagree,Agree,Agree,Agree,Agree,Neutral,Neutral,Yes,Anytime (Mon-Sun),Agree,Yes,Important,Important,Important,Moderately Important,Important,No,I had misplaced order in the past orders
21,Male,Single,Student,<50000,Graduate,3,Binin,Supermarkets,Yes,Yes,Yes,No,Yes,Yes,Agree,Agree,Neutral,Agree,Disagree,Disagree,Strongly disagree,Strongly disagree,Neutral,Yes,Anytime (Mon-Sun),Agree,Yes,Important,Important,Important,Important,Important,Yes,Best service
26,Female,Married,Employee,<50000,Graduate,6,Binin,Supermarkets,Yes,Yes,Yes,No,Yes,Yes,Disagree,Strongly disagree,Strongly disagree,Disagree,Agree,Agree,Agree,Disagree,Neutral,Yes,Anytime (Mon-Sun),Neutral,Yes,Moderately Important,Important,Important,Very Important,Very Important,No,I had bad quality order delivered twice
25,Male,Single,Self Employeed,>200000,School,3,Binin,Jumia,Yes,Yes,Yes,No,Yes,Yes,Agree,Agree,Strongly agree,Strongly agree,Disagree,Strongly disagree,Disagree,Disagree,Agree,Maybe,Anytime (Mon-Sun),Disagree,No,Slightly Important,Slightly Important,Slightly Important,Unimportant,Slightly Important,Yes,Bad rating doesn't mean that the food tastes bad. Delivery got no problem !
31,Male,Prefer not to say,Employee,<50000,Graduate,1,Binin,Jumia,Yes,Yes,No,No,Yes,Yes,Neutral,Disagree,Disagree,Agree,Agree,Agree,Disagree,Strongly agree,Agree,Yes,Weekend (Sat & Sun),Disagree,Yes,Moderately Important,Very Important,Very Important,Very Important,Very Important,No,Order delivered to my location are late
23,Female,Single,Employee,>100000,Post Graduate,2,Binin,Jumia,Yes,Yes,No,No,Yes,Yes,Agree,Agree,Strongly agree,Agree,Disagree,Strongly disagree,Strongly disagree,Disagree,Agree,Yes,Anytime (Mon-Sun),Strongly Agree,Yes,Moderately Important,Important,Important,Very Important,Very Important,Yes,My location is pretty well built for food delivery 
22,Male,Single,Student,<50000,Post Graduate,4,Warri,Jumia,Yes,Yes,Yes,No,Yes,Yes,Agree,Agree,Agree,Neutral,Strongly agree,Strongly agree,Strongly agree,Disagree,Strongly agree,Yes,Weekend (Sat & Sun),Agree,Yes,Important,Important,Important,Very Important,Very Important,Yes,NIL
27,Female,Married,Employee,>200000,Post Graduate,2,Warri,Jumia,Yes,Yes,Yes,No,Yes,Yes,Agree,Agree,Agree,Neutral,Neutral,Agree,Agree,Agree,Strongly agree,Yes,Anytime (Mon-Sun),Agree,Yes,Very Important,Very Important,Very Important,Very Important,Very Important,Yes,NIL
22,Male,Single,Student,<50000,Graduate,3,Sapele,Jumia,Yes,Yes,Yes,No,Yes,Yes,Strongly agree,Strongly agree,Agree,Neutral,Agree,Disagree,Disagree,Strongly disagree,Disagree,No,Anytime (Mon-Sun),Strongly Agree,Yes,Very Important,Important,Very Important,Very Important,Very Important,Yes,Nil
24,Female,Single,Student,<50000,Post Graduate,3,Sapele,Jumia,Yes,Yes,Yes,No,Yes,Yes,Strongly agree,Agree,Agree,Agree,Agree,Agree,Neutral,Neutral,Agree,Yes,Weekend (Sat & Sun),Agree,Maybe,Important,Slightly Important,Important,Very Important,Very Important,Yes,NIL
23,Female,Single,Student,<50000,Post Graduate,2,Sapele,Jumia,Yes,Yes,Yes,No,Yes,Yes,Agree,Agree,Agree,Neutral,Agree,Neutral,Neutral,Disagree,Agree,Yes,Anytime (Mon-Sun),Disagree,Maybe,Important,Important,Important,Important,Important,Yes,Nil
23,Female,Single,Student,<50000,Post Graduate,4,Sapele,Jumia,Yes,Yes,Yes,No,Yes,Yes,Neutral,Neutral,Neutral,Neutral,Agree,Neutral,Neutral,Neutral,Agree,Yes,Weekend (Sat & Sun),Agree,Yes,Very Important,Moderately Important,Moderately Important,Very Important,Very Important,Yes,Nil
22,Female,Single,Student,<50000,Post Graduate,5,Enugu,Jumia,Yes,Yes,Yes,No,Yes,Yes,Agree,Agree,Agree,Neutral,Strongly agree,Agree,Agree,Agree,Strongly agree,Yes,Anytime (Mon-Sun),Agree,Yes,Very Important,Important,Very Important,Very Important,Very Important,Yes,Nil
23,Male,Single,Student,<50000,Post Graduate,2,Enugu,Supermarkets,Yes,Yes,Yes,No,Yes,Yes,Strongly agree,Strongly agree,Agree,Agree,Strongly agree,Disagree,Strongly agree,Neutral,Strongly agree,Maybe,Weekend (Sat & Sun),Disagree,Yes,Very Important,Very Important,Very Important,Very Important,Very Important,Yes,Language barrier is also one major issue. Moslty these delivery boys are only familiar with Kanada which creates a problem while addressing any issue.
23,Male,Single,Student,<50000,Post Graduate,5,Enugu,Direct call,Yes,Yes,Yes,No,Yes,Yes,Agree,Agree,Agree,Disagree,Agree,Neutral,Disagree,Neutral,Neutral,Yes,Weekend (Sat & Sun),Agree,Maybe,Unimportant,Moderately Important,Moderately Important,Moderately Important,Slightly Important,Yes,Nil
